sequence_path,class_id,folder_label,type
data\include50\sequences\Colours\54. Black\MVI_4041.npy,27,54. Black,original
data\include50\augmented_train\MVI_4041_aug1.npy,27,54. Black,augmented_1
data\include50\augmented_train\MVI_4041_aug2.npy,27,54. Black,augmented_2
data\include50\augmented_train\MVI_4041_aug3.npy,27,54. Black,augmented_3
data\include50\sequences\Colours\55. White\MVI_5063.npy,30,55. White,original
data\include50\augmented_train\MVI_5063_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_5063_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_5063_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_9441.npy,49,97. dry,original
data\include50\augmented_train\MVI_9441_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_9441_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_9441_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_5526.npy,44,86. Time,original
data\include50\augmented_train\MVI_5526_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_5526_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_5526_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_3225.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_3225_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_3225_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_3225_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_9439.npy,49,97. dry,original
data\include50\augmented_train\MVI_9439_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_9439_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_9439_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_9959.npy,16,40. I,original
data\include50\augmented_train\MVI_9959_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_9959_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_9959_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_9279.npy,49,97. dry,original
data\include50\augmented_train\MVI_9279_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_9279_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_9279_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Places\23. Court\MVI_3533.npy,8,23. Court,original
data\include50\augmented_train\MVI_3533_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3533_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3533_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_4637.npy,38,78. Year,original
data\include50\augmented_train\MVI_4637_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_4637_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_4637_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\Electronics\53. Fan\MVI_5390.npy,26,53. Fan,original
data\include50\augmented_train\MVI_5390_aug1.npy,26,53. Fan,augmented_1
data\include50\augmented_train\MVI_5390_aug2.npy,26,53. Fan,augmented_2
data\include50\augmented_train\MVI_5390_aug3.npy,26,53. Fan,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_9897.npy,20,44. it,original
data\include50\augmented_train\MVI_9897_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_9897_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_9897_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_3011.npy,15,4. Bird,original
data\include50\augmented_train\MVI_3011_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_3011_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_3011_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_4191.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_4191_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_4191_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_4191_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_9454.npy,11,3. happy,original
data\include50\augmented_train\MVI_9454_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_9454_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_9454_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_9462.npy,40,79. short,original
data\include50\augmented_train\MVI_9462_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_9462_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_9462_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Colours\54. Black\MVI_5207.npy,27,54. Black,original
data\include50\augmented_train\MVI_5207_aug1.npy,27,54. Black,augmented_1
data\include50\augmented_train\MVI_5207_aug2.npy,27,54. Black,augmented_2
data\include50\augmented_train\MVI_5207_aug3.npy,27,54. Black,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_4667.npy,44,86. Time,original
data\include50\augmented_train\MVI_4667_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_4667_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_4667_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_2990.npy,24,5. Cow,original
data\include50\augmented_train\MVI_2990_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_2990_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_2990_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_4010.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_4010_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_4010_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_4010_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_5169.npy,49,97. dry,original
data\include50\augmented_train\MVI_5169_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_5169_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_5169_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_4159.npy,24,5. Cow,original
data\include50\augmented_train\MVI_4159_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_4159_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_4159_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_3197.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_3197_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_3197_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_3197_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_9296.npy,11,3. happy,original
data\include50\augmented_train\MVI_9296_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_9296_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_9296_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\People\77. Boy\MVI_5132.npy,36,77. Boy,original
data\include50\augmented_train\MVI_5132_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_5132_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_5132_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Home\40. Paint\MVI_9052.npy,17,40. Paint,original
data\include50\augmented_train\MVI_9052_aug1.npy,17,40. Paint,augmented_1
data\include50\augmented_train\MVI_9052_aug2.npy,17,40. Paint,augmented_2
data\include50\augmented_train\MVI_9052_aug3.npy,17,40. Paint,augmented_3
data\include50\sequences\Means_of_Transportation\11. Car\MVI_4178.npy,2,11. Car,original
data\include50\augmented_train\MVI_4178_aug1.npy,2,11. Car,augmented_1
data\include50\augmented_train\MVI_4178_aug2.npy,2,11. Car,augmented_2
data\include50\augmented_train\MVI_4178_aug3.npy,2,11. Car,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_9432.npy,48,94. good,original
data\include50\augmented_train\MVI_9432_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_9432_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_9432_aug3.npy,48,94. good,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_5184.npy,11,3. happy,original
data\include50\augmented_train\MVI_5184_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_5184_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_5184_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\Seasons\64. Fall\MVI_5000.npy,33,64. Fall,original
data\include50\augmented_train\MVI_5000_aug1.npy,33,64. Fall,augmented_1
data\include50\augmented_train\MVI_5000_aug2.npy,33,64. Fall,augmented_2
data\include50\augmented_train\MVI_5000_aug3.npy,33,64. Fall,augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_5177.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_5177_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_5177_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_5177_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\Days_and_Time\67. Monday\MVI_9142.npy,35,67. Monday,original
data\include50\augmented_train\MVI_9142_aug1.npy,35,67. Monday,augmented_1
data\include50\augmented_train\MVI_9142_aug2.npy,35,67. Monday,augmented_2
data\include50\augmented_train\MVI_9142_aug3.npy,35,67. Monday,augmented_3
data\include50\sequences\Greetings\48. Hello\MVI_0038.npy,23,48. Hello,original
data\include50\augmented_train\MVI_0038_aug1.npy,23,48. Hello,augmented_1
data\include50\augmented_train\MVI_0038_aug2.npy,23,48. Hello,augmented_2
data\include50\augmented_train\MVI_0038_aug3.npy,23,48. Hello,augmented_3
data\include50\sequences\Jobs\84. Teacher\MVI_5313.npy,42,84. Teacher,original
data\include50\augmented_train\MVI_5313_aug1.npy,42,84. Teacher,augmented_1
data\include50\augmented_train\MVI_5313_aug2.npy,42,84. Teacher,augmented_2
data\include50\augmented_train\MVI_5313_aug3.npy,42,84. Teacher,augmented_3
data\include50\sequences\People\78. Girl\MVI_3966.npy,37,78. Girl,original
data\include50\augmented_train\MVI_3966_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_3966_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_3966_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Colours\55. White\MVI_5061.npy,30,55. White,original
data\include50\augmented_train\MVI_5061_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_5061_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_5061_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3086.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3086_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3086_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3086_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_0024.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_0024_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_0024_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_0024_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Adjectives\78. long\MVI_5266.npy,39,78. long,original
data\include50\augmented_train\MVI_5266_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_5266_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_5266_aug3.npy,39,78. long,augmented_3
data\include50\sequences\Adjectives\2. quiet\MVI_5338.npy,7,2. quiet,original
data\include50\augmented_train\MVI_5338_aug1.npy,7,2. quiet,augmented_1
data\include50\augmented_train\MVI_5338_aug2.npy,7,2. quiet,augmented_2
data\include50\augmented_train\MVI_5338_aug3.npy,7,2. quiet,augmented_3
data\include50\sequences\Greetings\48. Hello\MVI_0089.npy,23,48. Hello,original
data\include50\augmented_train\MVI_0089_aug1.npy,23,48. Hello,augmented_1
data\include50\augmented_train\MVI_0089_aug2.npy,23,48. Hello,augmented_2
data\include50\augmented_train\MVI_0089_aug3.npy,23,48. Hello,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_5218.npy,45,87. hot,original
data\include50\augmented_train\MVI_5218_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_5218_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_5218_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_5335.npy,1,1. loud,original
data\include50\augmented_train\MVI_5335_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_5335_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_5335_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Places\23. Court\MVI_3532.npy,8,23. Court,original
data\include50\augmented_train\MVI_3532_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3532_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3532_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_5126.npy,43,84. small little,original
data\include50\augmented_train\MVI_5126_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_5126_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_5126_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_0026.npy,20,44. it,original
data\include50\augmented_train\MVI_0026_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_0026_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_0026_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Days_and_Time\67. Monday\MVI_4594.npy,35,67. Monday,original
data\include50\augmented_train\MVI_4594_aug1.npy,35,67. Monday,augmented_1
data\include50\augmented_train\MVI_4594_aug2.npy,35,67. Monday,augmented_2
data\include50\augmented_train\MVI_4594_aug3.npy,35,67. Monday,augmented_3
data\include50\sequences\Home\34. Pen\MVI_9034.npy,12,34. Pen,original
data\include50\augmented_train\MVI_9034_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_9034_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_9034_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Jobs\91. Priest\MVI_4489.npy,46,91. Priest,original
data\include50\augmented_train\MVI_4489_aug1.npy,46,91. Priest,augmented_1
data\include50\augmented_train\MVI_4489_aug2.npy,46,91. Priest,augmented_2
data\include50\augmented_train\MVI_4489_aug3.npy,46,91. Priest,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_9879.npy,16,40. I,original
data\include50\augmented_train\MVI_9879_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_9879_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_9879_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_3850.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_3850_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_3850_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_3850_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Places\19. House\MVI_3437.npy,5,19. House,original
data\include50\augmented_train\MVI_3437_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3437_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3437_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_3070.npy,15,4. Bird,original
data\include50\augmented_train\MVI_3070_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_3070_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_3070_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_5307.npy,47,91. new,original
data\include50\augmented_train\MVI_5307_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_5307_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_5307_aug3.npy,47,91. new,augmented_3
data\include50\sequences\Places\19. House\MVI_3594.npy,5,19. House,original
data\include50\augmented_train\MVI_3594_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3594_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3594_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Electronics\53. Fan\MVI_9097.npy,26,53. Fan,original
data\include50\augmented_train\MVI_9097_aug1.npy,26,53. Fan,augmented_1
data\include50\augmented_train\MVI_9097_aug2.npy,26,53. Fan,augmented_2
data\include50\augmented_train\MVI_9097_aug3.npy,26,53. Fan,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_5160.npy,48,94. good,original
data\include50\augmented_train\MVI_5160_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_5160_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_5160_aug3.npy,48,94. good,augmented_3
data\include50\sequences\Jobs\84. Teacher\MVI_8864.npy,42,84. Teacher,original
data\include50\augmented_train\MVI_8864_aug1.npy,42,84. Teacher,augmented_1
data\include50\augmented_train\MVI_8864_aug2.npy,42,84. Teacher,augmented_2
data\include50\augmented_train\MVI_8864_aug3.npy,42,84. Teacher,augmented_3
data\include50\sequences\People\66. Brother\MVI_3927.npy,34,66. Brother,original
data\include50\augmented_train\MVI_3927_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_3927_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_3927_aug3.npy,34,66. Brother,augmented_3
